Season,HomeTeam,AwayTeam,HomeGoals,AwayGoals,MatchResult
1993,Coventry City,Middlesbrough,2,1,Home
1993,Leeds United,Wimbledon,2,1,Home
1993,Sheffield Utd,Manchester Utd,2,1,Home
1993,Crystal Palace,Blackburn,3,3,Draw
1993,Arsenal,Norwich City,2,4,Away
1993,Ipswich Town,Aston Villa,1,1,Draw
1993,Everton,Sheffield Weds,1,1,Draw
1993,Southampton,Tottenham,0,0,Draw
1993,Chelsea,Oldham Athletic,1,1,Draw
1993,Nott'ham Forest,Liverpool,1,0,Home
1993,Manchester City,QPR,1,1,Draw
1993,Blackburn,Arsenal,1,0,Home
1993,Wimbledon,Ipswich Town,0,1,Away
1993,Tottenham,Coventry City,0,2,Away
1993,Liverpool,Sheffield Utd,2,1,Home
1993,Aston Villa,Leeds United,1,1,Draw
1993,Oldham Athletic,Crystal Palace,1,1,Draw
1993,Middlesbrough,Manchester City,2,0,Home
1993,Norwich City,Chelsea,2,1,Home
1993,QPR,Southampton,3,1,Home
1993,Manchester Utd,Everton,0,3,Away
1993,Sheffield Weds,Nott'ham Forest,2,0,Home
1993,Tottenham,Crystal Palace,2,2,Draw
1993,Wimbledon,Coventry City,1,2,Away
1993,Blackburn,Manchester City,1,0,Home
1993,Norwich City,Everton,1,1,Draw
1993,Sheffield Weds,Chelsea,3,3,Draw
1993,Manchester Utd,Ipswich Town,1,1,Draw
1993,Aston Villa,Southampton,1,1,Draw
1993,Middlesbrough,Leeds United,4,1,Home
1993,QPR,Sheffield Utd,3,2,Home
1993,Oldham Athletic,Nott'ham Forest,5,3,Home
1993,Liverpool,Arsenal,0,2,Away
1993,Southampton,Manchester Utd,0,1,Away
1993,Sheffield Utd,Wimbledon,2,2,Draw
1993,Ipswich Town,Liverpool,2,2,Draw
1993,Crystal Palace,Sheffield Weds,1,1,Draw
1993,Leeds United,Tottenham,5,0,Home
1993,Everton,Aston Villa,1,0,Home
1993,Manchester City,Norwich City,3,1,Home
1993,Arsenal,Oldham Athletic,2,0,Home
1993,Coventry City,QPR,0,1,Away
1993,Chelsea,Blackburn,0,0,Draw
1993,Sheffield Utd,Aston Villa,0,2,Away
1993,Nott'ham Forest,Manchester Utd,0,2,Away
1993,Southampton,Middlesbrough,2,1,Home
1993,Crystal Palace,Norwich City,1,2,Away
1993,Manchester City,Oldham Athletic,3,3,Draw
1993,Chelsea,QPR,1,0,Home
1993,Arsenal,Sheffield Weds,2,1,Home
1993,Coventry City,Blackburn,0,2,Away
1993,Everton,Wimbledon,0,0,Draw
1993,Leeds United,Liverpool,2,2,Draw
1993,Ipswich Town,Tottenham,1,1,Draw
1993,Norwich City,Nott'ham Forest,3,1,Home
1993,Middlesbrough,Ipswich Town,2,2,Draw
1993,Wimbledon,Manchester City,0,1,Away
1993,Liverpool,Southampton,1,1,Draw
1993,Oldham Athletic,Leeds United,2,2,Draw
1993,Manchester Utd,Crystal Palace,1,0,Home
1993,Sheffield Weds,Coventry City,1,2,Away
1993,QPR,Arsenal,0,0,Draw
1993,Tottenham,Sheffield Utd,2,0,Home
1993,Aston Villa,Chelsea,1,3,Away
1993,Norwich City,Southampton,1,0,Home
1993,Oldham Athletic,Coventry City,0,1,Away
1993,Sheffield Weds,Manchester City,0,3,Away
1993,Wimbledon,Arsenal,3,2,Home
1993,Middlesbrough,Sheffield Utd,2,0,Home
1993,QPR,Ipswich Town,0,0,Draw
1993,Blackburn,Nott'ham Forest,4,1,Home
1993,Aston Villa,Crystal Palace,3,0,Home
1993,Tottenham,Everton,2,1,Home
1993,Liverpool,Chelsea,2,1,Home
1993,Manchester Utd,Leeds United,2,0,Home
1993,Crystal Palace,Oldham Athletic,2,2,Draw
1993,Manchester City,Middlesbrough,0,1,Away
1993,Everton,Manchester Utd,0,2,Away
1993,Chelsea,Norwich City,2,3,Away
1993,Southampton,QPR,1,2,Away
1993,Ipswich Town,Wimbledon,2,1,Home
1993,Arsenal,Blackburn,0,1,Away
1993,Sheffield Utd,Liverpool,1,0,Home
1993,Nott'ham Forest,Sheffield Weds,1,2,Away
1993,Leeds United,Aston Villa,1,1,Draw
1993,Coventry City,Tottenham,1,0,Home
1993,Blackburn,Everton,2,3,Away
1993,Wimbledon,Blackburn,1,1,Draw
1993,Tottenham,Manchester Utd,1,1,Draw
1993,Norwich City,Sheffield Weds,1,0,Home
1993,Aston Villa,Liverpool,4,2,Home
1993,Oldham Athletic,Ipswich Town,4,2,Home
1993,Sheffield Utd,Arsenal,1,1,Draw
1993,QPR,Middlesbrough,3,3,Draw
1993,Everton,Crystal Palace,0,2,Away
1993,Southampton,Leeds United,1,1,Draw
1993,Manchester City,Chelsea,0,1,Away
1993,Nott'ham Forest,Coventry City,1,1,Draw
1993,Blackburn,Oldham Athletic,2,0,Home
1993,Manchester Utd,QPR,0,0,Draw
1993,Ipswich Town,Sheffield Utd,0,0,Draw
1993,Liverpool,Wimbledon,2,3,Away
1993,Leeds United,Everton,2,0,Home
1993,Middlesbrough,Aston Villa,2,3,Away
1993,Chelsea,Nott'ham Forest,0,0,Draw
1993,Crystal Palace,Southampton,1,2,Away
1993,Coventry City,Norwich City,1,1,Draw
1993,Sheffield Weds,Tottenham,2,0,Home
1993,Arsenal,Manchester City,1,0,Home
1993,Manchester City,Nott'ham Forest,2,2,Draw
1993,Middlesbrough,Manchester Utd,1,1,Draw
1993,Arsenal,Chelsea,2,1,Home
1993,Sheffield Utd,Southampton,2,0,Home
1993,Coventry City,Crystal Palace,2,2,Draw
1993,Wimbledon,Aston Villa,2,3,Away
1993,QPR,Tottenham,4,1,Home
1993,Liverpool,Sheffield Weds,1,0,Home
1993,Ipswich Town,Leeds United,4,2,Home
1993,Blackburn,Norwich City,7,1,Home
1993,Oldham Athletic,Everton,1,0,Home
1993,Leeds United,Sheffield Utd,3,1,Home
1993,Everton,Coventry City,1,1,Draw
1993,Crystal Palace,Manchester City,0,0,Draw
1993,Tottenham,Middlesbrough,2,2,Draw
1993,Norwich City,QPR,2,1,Home
1993,Sheffield Weds,Oldham Athletic,2,1,Home
1993,Southampton,Wimbledon,2,2,Draw
1993,Chelsea,Ipswich Town,2,1,Home
1993,Nott'ham Forest,Arsenal,0,1,Away
1993,Manchester Utd,Liverpool,2,2,Draw
1993,Aston Villa,Blackburn,0,0,Draw
1993,Nott'ham Forest,Middlesbrough,1,0,Home
1993,Middlesbrough,Sheffield Weds,1,1,Draw
1993,Blackburn,Manchester Utd,0,0,Draw
1993,Wimbledon,Tottenham,1,1,Draw
1993,Ipswich Town,Crystal Palace,2,2,Draw
1993,QPR,Leeds United,2,1,Home
1993,Sheffield Utd,Nott'ham Forest,0,0,Draw
1993,Coventry City,Chelsea,1,2,Away
1993,Oldham Athletic,Aston Villa,1,1,Draw
1993,Manchester City,Southampton,1,0,Home
1993,Arsenal,Everton,2,0,Home
1993,Liverpool,Norwich City,4,1,Home
1993,Nott'ham Forest,Ipswich Town,0,1,Away
1993,Norwich City,Middlesbrough,1,1,Draw
1993,Manchester Utd,Wimbledon,0,1,Away
1993,Chelsea,Sheffield Utd,1,2,Away
1993,Everton,Manchester City,1,3,Away
1993,Southampton,Oldham Athletic,1,0,Home
1993,Tottenham,Liverpool,2,0,Home
1993,Sheffield Weds,Blackburn,0,0,Draw
1993,Leeds United,Coventry City,2,2,Draw
1993,Aston Villa,QPR,2,0,Home
1993,Crystal Palace,Arsenal,1,2,Away
1993,Nott'ham Forest,Everton,0,1,Away
1993,Liverpool,Middlesbrough,4,1,Home
1993,Ipswich Town,Southampton,0,0,Draw
1993,Arsenal,Coventry City,3,0,Home
1993,Chelsea,Crystal Palace,3,1,Home
1993,Manchester City,Leeds United,4,0,Home
1993,Blackburn,Tottenham,0,2,Away
1993,Wimbledon,QPR,0,2,Away
1993,Aston Villa,Manchester Utd,1,0,Home
1993,Sheffield Utd,Sheffield Weds,1,1,Draw
1993,Oldham Athletic,Norwich City,2,3,Away
1993,Coventry City,Manchester City,2,3,Away
1993,Crystal Palace,Nott'ham Forest,1,1,Draw
1993,Sheffield Weds,Ipswich Town,1,1,Draw
1993,Manchester Utd,Oldham Athletic,3,0,Home
1993,Norwich City,Sheffield Utd,2,1,Home
1993,Tottenham,Aston Villa,0,0,Draw
1993,Leeds United,Arsenal,3,0,Home
1993,Everton,Chelsea,0,1,Away
1993,Middlesbrough,Wimbledon,2,0,Home
1993,QPR,Liverpool,0,1,Away
1993,Southampton,Blackburn,1,1,Draw
1993,Oldham Athletic,Middlesbrough,4,1,Home
1993,Blackburn,QPR,1,0,Home
1993,Arsenal,Manchester Utd,0,1,Away
1993,Aston Villa,Norwich City,2,3,Away
1993,Wimbledon,Sheffield Weds,1,1,Draw
1993,Ipswich Town,Everton,1,0,Home
1993,Sheffield Utd,Coventry City,1,1,Draw
1993,Manchester City,Tottenham,0,1,Away
1993,Liverpool,Crystal Palace,5,0,Home
1993,Nott'ham Forest,Southampton,1,2,Away
1993,Chelsea,Leeds United,1,0,Home
1993,Leeds United,Nott'ham Forest,1,4,Away
1993,Crystal Palace,Sheffield Utd,2,0,Home
1993,Southampton,Arsenal,2,0,Home
1993,Coventry City,Ipswich Town,2,2,Draw
1993,Tottenham,Chelsea,1,2,Away
1993,QPR,Oldham Athletic,3,2,Home
1993,Middlesbrough,Blackburn,3,2,Home
1993,Sheffield Weds,Aston Villa,1,2,Away
1993,Norwich City,Wimbledon,2,1,Home
1993,Manchester Utd,Manchester City,2,1,Home
1993,Everton,Liverpool,2,1,Home
1993,Middlesbrough,Chelsea,0,0,Draw
1993,Sheffield Utd,Everton,1,0,Home
1993,QPR,Crystal Palace,1,3,Away
1993,Leeds United,Sheffield Weds,3,1,Home
1993,Tottenham,Arsenal,1,0,Home
1993,Manchester Utd,Norwich City,1,0,Home
1993,Southampton,Coventry City,2,2,Draw
1993,Aston Villa,Nott'ham Forest,2,1,Home
1993,Ipswich Town,Manchester City,3,1,Home
1993,Wimbledon,Oldham Athletic,5,2,Home
1993,Liverpool,Blackburn,2,1,Home
1993,Oldham Athletic,Tottenham,2,1,Home
1993,Blackburn,Sheffield Utd,1,0,Home
1993,Everton,Southampton,2,1,Home
1993,Chelsea,Manchester Utd,1,1,Draw
1993,Coventry City,Liverpool,5,1,Home
1993,Manchester City,Aston Villa,1,1,Draw
1993,Sheffield Weds,QPR,1,0,Home
1993,Arsenal,Middlesbrough,1,1,Draw
1993,Crystal Palace,Leeds United,1,0,Home
1993,Nott'ham Forest,Wimbledon,1,1,Draw
1993,Norwich City,Ipswich Town,0,2,Away
1993,Crystal Palace,Wimbledon,2,0,Home
1993,Arsenal,Ipswich Town,0,0,Draw
1993,Coventry City,Aston Villa,3,0,Home
1993,Chelsea,Southampton,1,1,Draw
1993,Manchester City,Sheffield Utd,2,0,Home
1993,Sheffield Weds,Manchester Utd,3,3,Draw
1993,Norwich City,Tottenham,0,0,Draw
1993,Blackburn,Leeds United,3,1,Home
1993,Everton,Middlesbrough,2,2,Draw
1993,Middlesbrough,Crystal Palace,0,1,Away
1993,QPR,Everton,4,2,Home
1993,Aston Villa,Arsenal,1,0,Home
1993,Liverpool,Manchester City,1,1,Draw
1993,Southampton,Sheffield Weds,1,2,Away
1993,Manchester Utd,Coventry City,5,0,Home
1993,Wimbledon,Chelsea,0,0,Draw
1993,Ipswich Town,Blackburn,2,1,Home
1993,Leeds United,Norwich City,0,0,Draw
1993,Tottenham,Nott'ham Forest,2,1,Home
1993,Arsenal,Sheffield Utd,1,1,Draw
1993,Crystal Palace,Everton,0,2,Away
1993,Chelsea,Manchester City,2,4,Away
1993,Manchester Utd,Tottenham,4,1,Home
1993,Coventry City,Nott'ham Forest,0,1,Away
1993,Leeds United,Southampton,2,1,Home
1993,Ipswich Town,Oldham Athletic,1,2,Away
1993,Middlesbrough,QPR,0,1,Away
1993,Blackburn,Wimbledon,0,0,Draw
1993,Liverpool,Aston Villa,1,2,Away
1993,Sheffield Weds,Norwich City,1,0,Home
1993,Nott'ham Forest,Chelsea,3,0,Home
1993,Sheffield Utd,Ipswich Town,3,0,Home
1993,Oldham Athletic,Blackburn,0,1,Away
1993,Norwich City,Coventry City,1,1,Draw
1993,Wimbledon,Liverpool,2,0,Home
1993,Tottenham,Sheffield Weds,0,2,Away
1993,Southampton,Crystal Palace,1,0,Home
1993,Everton,Leeds United,2,0,Home
1993,Manchester City,Arsenal,0,1,Away
1993,Aston Villa,Middlesbrough,5,1,Home
1993,QPR,Manchester Utd,1,3,Away
1993,Coventry City,Oldham Athletic,3,0,Home
1993,Blackburn,Coventry City,2,5,Away
1993,Oldham Athletic,Manchester City,0,1,Away
1993,Wimbledon,Everton,1,3,Away
1993,Middlesbrough,Southampton,2,1,Home
1993,Norwich City,Crystal Palace,4,2,Home
1993,Tottenham,Ipswich Town,0,2,Away
1993,Manchester Utd,Nott'ham Forest,2,0,Home
1993,Aston Villa,Sheffield Utd,3,1,Home
1993,QPR,Chelsea,1,1,Draw
1993,Manchester City,Blackburn,3,2,Home
1993,Coventry City,Wimbledon,0,2,Away
1993,Nott'ham Forest,Oldham Athletic,2,0,Home
1993,Southampton,Aston Villa,2,0,Home
1993,Sheffield Utd,QPR,1,2,Away
1993,Chelsea,Sheffield Weds,0,2,Away
1993,Everton,Norwich City,0,1,Away
1993,Ipswich Town,Manchester Utd,2,1,Home
1993,Crystal Palace,Tottenham,1,3,Away
1993,Leeds United,Middlesbrough,3,0,Home
1993,Arsenal,Liverpool,0,1,Away
1993,Blackburn,Crystal Palace,1,2,Away
1993,QPR,Manchester City,1,1,Draw
1993,Oldham Athletic,Chelsea,3,1,Home
1993,Liverpool,Nott'ham Forest,0,0,Draw
1993,Manchester Utd,Sheffield Utd,2,1,Home
1993,Aston Villa,Ipswich Town,2,0,Home
1993,Sheffield Weds,Everton,3,1,Home
1993,Middlesbrough,Coventry City,0,2,Away
1993,Wimbledon,Leeds United,1,0,Home
1993,Tottenham,Southampton,4,2,Home
1993,Leeds United,Manchester Utd,0,0,Draw
1993,Sheffield Utd,Middlesbrough,2,0,Home
1993,Ipswich Town,QPR,1,1,Draw
1993,Crystal Palace,Aston Villa,1,0,Home
1993,Arsenal,Wimbledon,0,1,Away
1993,Everton,Tottenham,1,2,Away
1993,Chelsea,Liverpool,0,0,Draw
1993,Southampton,Norwich City,3,0,Home
1993,Southampton,Liverpool,2,1,Home
1993,Leeds United,Oldham Athletic,2,0,Home
1993,Chelsea,Aston Villa,0,1,Away
1993,Manchester Utd,Southampton,2,1,Home
1993,Liverpool,Ipswich Town,0,0,Draw
1993,Middlesbrough,Nott'ham Forest,1,2,Away
1993,Oldham Athletic,Arsenal,0,1,Away
1993,Tottenham,Leeds United,4,0,Home
1993,Aston Villa,Everton,2,1,Home
1993,QPR,Coventry City,2,0,Home
1993,Wimbledon,Sheffield Utd,2,0,Home
1993,Sheffield Weds,Crystal Palace,2,1,Home
1993,Norwich City,Manchester City,2,1,Home
1993,Blackburn,Chelsea,2,0,Home
1993,Sheffield Utd,Oldham Athletic,2,0,Home
1993,Manchester City,Sheffield Weds,1,2,Away
1993,Nott'ham Forest,QPR,1,0,Home
1993,Arsenal,Leeds United,0,0,Draw
1993,Everton,Oldham Athletic,2,2,Draw
1993,Southampton,Sheffield Utd,3,2,Home
1993,Tottenham,QPR,3,2,Home
1993,Aston Villa,Wimbledon,1,0,Home
1993,Manchester Utd,Middlesbrough,3,0,Home
1993,Nott'ham Forest,Manchester City,0,2,Away
1993,Leeds United,Ipswich Town,1,0,Home
1993,Crystal Palace,Coventry City,0,0,Draw
1993,Sheffield Weds,Liverpool,1,1,Draw
1993,Norwich City,Blackburn,0,0,Draw
1993,Chelsea,Arsenal,1,0,Home
1993,Ipswich Town,Middlesbrough,0,1,Away
1993,Sheffield Utd,Tottenham,6,0,Home
1993,Norwich City,Arsenal,1,1,Draw
1993,Coventry City,Sheffield Weds,1,0,Home
1993,Everton,Blackburn,2,1,Home
1993,Nott'ham Forest,Crystal Palace,1,1,Draw
1993,Wimbledon,Southampton,1,2,Away
1993,QPR,Norwich City,3,1,Home
1993,Liverpool,Manchester Utd,1,2,Away
1993,Coventry City,Everton,0,1,Away
1993,Blackburn,Southampton,0,0,Draw
1993,Wimbledon,Middlesbrough,2,0,Home
1993,Oldham Athletic,Manchester Utd,1,0,Home
1993,Manchester City,Coventry City,1,0,Home
1993,Liverpool,QPR,1,0,Home
1993,Aston Villa,Tottenham,0,0,Draw
1993,Sheffield Utd,Norwich City,0,1,Away
1993,Chelsea,Everton,2,1,Home
1993,Ipswich Town,Sheffield Weds,0,1,Away
1993,Coventry City,Arsenal,0,2,Away
1993,QPR,Wimbledon,1,2,Away
1993,Norwich City,Oldham Athletic,1,0,Home
1993,Southampton,Ipswich Town,4,3,Home
1993,Leeds United,Manchester City,1,0,Home
1993,Everton,Nott'ham Forest,3,0,Home
1993,Middlesbrough,Liverpool,1,2,Away
1993,Manchester Utd,Aston Villa,1,1,Draw
1993,Crystal Palace,Chelsea,1,1,Draw
1993,Nott'ham Forest,Norwich City,0,3,Away
1993,Ipswich Town,Coventry City,0,0,Draw
1993,Liverpool,Everton,1,0,Home
1993,Arsenal,Southampton,4,3,Home
1993,Aston Villa,Sheffield Weds,2,0,Home
1993,Wimbledon,Norwich City,3,0,Home
1993,Manchester City,Manchester Utd,1,1,Draw
1993,Oldham Athletic,QPR,2,2,Draw
1993,Chelsea,Tottenham,1,1,Draw
1993,Sheffield Utd,Crystal Palace,0,1,Away
1993,Blackburn,Middlesbrough,1,1,Draw
1993,Nott'ham Forest,Leeds United,1,1,Draw
1993,Middlesbrough,Oldham Athletic,2,3,Away
1993,Crystal Palace,Liverpool,1,1,Draw
1993,Tottenham,Manchester City,3,1,Home
1993,Coventry City,Sheffield Utd,1,3,Away
1993,Manchester Utd,Arsenal,0,0,Draw
1993,Norwich City,Aston Villa,1,0,Home
1993,Everton,Ipswich Town,3,0,Home
1993,Leeds United,Chelsea,1,1,Draw
1993,Southampton,Nott'ham Forest,1,2,Away
1993,QPR,Blackburn,0,3,Away
1993,Sheffield Weds,Wimbledon,1,1,Draw
1993,Coventry City,Southampton,2,0,Home
1993,Blackburn,Liverpool,4,1,Home
1993,Manchester City,Ipswich Town,3,1,Home
1993,Crystal Palace,QPR,1,1,Draw
1993,Oldham Athletic,Wimbledon,6,2,Home
1993,Chelsea,Middlesbrough,4,0,Home
1993,Nott'ham Forest,Aston Villa,0,1,Away
1993,Norwich City,Manchester Utd,1,3,Away
1993,Ipswich Town,Chelsea,1,1,Draw
1993,Sheffield Utd,Leeds United,2,1,Home
1993,Middlesbrough,Arsenal,1,0,Home
1993,Nott'ham Forest,Blackburn,1,3,Away
1993,Oldham Athletic,Sheffield Weds,1,1,Draw
1993,Sheffield Utd,Manchester City,1,1,Draw
1993,Wimbledon,Crystal Palace,4,0,Home
1993,Tottenham,Norwich City,5,1,Home
1993,Aston Villa,Coventry City,0,0,Draw
1993,QPR,Nott'ham Forest,4,3,Home
1993,Southampton,Chelsea,1,0,Home
1993,Liverpool,Oldham Athletic,1,0,Home
1993,Middlesbrough,Everton,1,2,Away
1993,Manchester Utd,Sheffield Weds,2,1,Home
1993,Leeds United,Blackburn,5,2,Home
1993,Ipswich Town,Arsenal,1,2,Away
1993,Manchester City,Liverpool,1,1,Draw
1993,Crystal Palace,Middlesbrough,4,1,Home
1993,Arsenal,Aston Villa,0,1,Away
1993,Blackburn,Ipswich Town,2,1,Home
1993,Everton,QPR,3,5,Away
1993,Coventry City,Manchester Utd,0,1,Away
1993,Chelsea,Wimbledon,4,2,Home
1993,Sheffield Weds,Southampton,5,2,Home
1993,Nott'ham Forest,Tottenham,2,1,Home
1993,Norwich City,Leeds United,4,2,Home
1993,Oldham Athletic,Sheffield Utd,1,1,Draw
1993,Tottenham,Oldham Athletic,4,1,Home
1993,Liverpool,Coventry City,4,0,Home
1993,Manchester Utd,Chelsea,3,0,Home
1993,Sheffield Utd,Blackburn,1,3,Away
1993,Southampton,Everton,0,0,Draw
1993,Leeds United,Crystal Palace,0,0,Draw
1993,Wimbledon,Nott'ham Forest,1,0,Home
1993,Aston Villa,Manchester City,3,1,Home
1993,Ipswich Town,Norwich City,3,1,Home
1993,Middlesbrough,Tottenham,3,0,Home
1993,Liverpool,Leeds United,2,0,Home
1993,Manchester City,Wimbledon,1,1,Draw
1993,Crystal Palace,Manchester Utd,0,2,Away
1993,Blackburn,Aston Villa,3,0,Home
1993,Arsenal,Nott'ham Forest,1,1,Draw
1993,Sheffield Weds,Sheffield Utd,1,1,Draw
1993,Leeds United,QPR,1,1,Draw
1993,Sheffield Weds,Middlesbrough,2,3,Away
1993,Chelsea,Coventry City,2,1,Home
1993,Norwich City,Liverpool,1,0,Home
1993,Crystal Palace,Ipswich Town,3,1,Home
1993,Nott'ham Forest,Sheffield Utd,0,2,Away
1993,Everton,Arsenal,0,0,Draw
1993,Tottenham,Wimbledon,1,1,Draw
1993,Southampton,Manchester City,0,1,Away
1993,Aston Villa,Oldham Athletic,0,1,Away
1993,Manchester Utd,Blackburn,3,1,Home
1993,Arsenal,QPR,0,0,Draw
1993,Everton,Sheffield Utd,0,2,Away
1993,Sheffield Weds,Leeds United,1,1,Draw
1993,Oldham Athletic,Liverpool,3,2,Home
1993,Manchester City,Crystal Palace,0,0,Draw
1993,Tottenham,Blackburn,1,2,Away
1993,Sheffield Weds,Arsenal,1,0,Home
1993,Arsenal,Crystal Palace,3,0,Home
1993,Ipswich Town,Nott'ham Forest,2,1,Home
1993,Middlesbrough,Norwich City,3,3,Draw
1993,Liverpool,Tottenham,6,2,Home
1993,Sheffield Utd,Chelsea,4,2,Home
1993,Manchester City,Everton,2,5,Away
1993,Blackburn,Sheffield Weds,1,0,Home
1993,Oldham Athletic,Southampton,4,3,Home
1993,Coventry City,Leeds United,3,3,Draw
1993,Wimbledon,Manchester Utd,1,2,Away
1993,QPR,Aston Villa,2,1,Home
1993,Arsenal,Tottenham,1,3,Away
1993,QPR,Sheffield Weds,3,1,Home
1994,Liverpool,Sheffield Weds,2,0,Home
1994,Chelsea,Blackburn,1,2,Away
1994,Aston Villa,QPR,4,1,Home
1994,Oldham Athletic,Ipswich Town,0,3,Away
1994,Arsenal,Coventry City,0,3,Away
1994,Manchester City,Leeds United,1,1,Draw
1994,Newcastle Utd,Tottenham,0,1,Away
1994,Sheffield Utd,Swindon Town,3,1,Home
1994,Southampton,Everton,0,2,Away
1994,West Ham,Wimbledon,0,2,Away
1994,Norwich City,Manchester Utd,0,2,Away
1994,Tottenham,Arsenal,0,1,Away
1994,Wimbledon,Chelsea,1,1,Draw
1994,Leeds United,West Ham,1,0,Home
1994,Ipswich Town,Southampton,1,0,Home
1994,Everton,Manchester City,1,0,Home
1994,Manchester Utd,Sheffield Utd,3,0,Home
1994,Sheffield Weds,Aston Villa,0,0,Draw
1994,Blackburn,Norwich City,2,3,Away
1994,Swindon Town,Oldham Athletic,0,1,Away
1994,Coventry City,Newcastle Utd,2,1,Home
1994,QPR,Liverpool,1,3,Away
1994,Wimbledon,Aston Villa,2,2,Draw
1994,Ipswich Town,Chelsea,1,0,Home
1994,Manchester Utd,Newcastle Utd,1,1,Draw
1994,Coventry City,West Ham,1,1,Draw
1994,Sheffield Weds,Arsenal,0,1,Away
1994,Leeds United,Norwich City,0,4,Away
1994,QPR,Southampton,2,1,Home
1994,Everton,Sheffield Utd,4,2,Home
1994,Blackburn,Oldham Athletic,1,0,Home
1994,Tottenham,Manchester City,1,0,Home
1994,Swindon Town,Liverpool,0,5,Away
1994,Aston Villa,Manchester Utd,1,2,Away
1994,Sheffield Utd,Wimbledon,2,1,Home
1994,Arsenal,Leeds United,2,1,Home
1994,Oldham Athletic,Coventry City,3,3,Draw
1994,Manchester City,Blackburn,0,2,Away
1994,West Ham,Sheffield Weds,2,0,Home
1994,Liverpool,Tottenham,1,2,Away
1994,Chelsea,QPR,2,0,Home
1994,Norwich City,Ipswich Town,1,0,Home
1994,Southampton,Swindon Town,5,1,Home
1994,Newcastle Utd,Everton,1,0,Home
1994,Manchester City,Coventry City,1,1,Draw
1994,Oldham Athletic,Wimbledon,1,1,Draw
1994,Liverpool,Leeds United,2,0,Home
1994,Aston Villa,Tottenham,1,0,Home
1994,Arsenal,Everton,2,0,Home
1994,Chelsea,Sheffield Weds,1,1,Draw
1994,Southampton,Manchester Utd,1,3,Away
1994,West Ham,QPR,0,4,Away
1994,Norwich City,Swindon Town,0,0,Draw
1994,Sheffield Utd,Ipswich Town,1,1,Draw
1994,Newcastle Utd,Blackburn,1,1,Draw
1994,Everton,Aston Villa,0,1,Away
1994,Ipswich Town,Newcastle Utd,1,1,Draw
1994,Wimbledon,Southampton,1,0,Home
1994,Leeds United,Oldham Athletic,1,0,Home
1994,Coventry City,Liverpool,1,0,Home
1994,Manchester Utd,West Ham,3,0,Home
1994,Swindon Town,Manchester City,1,3,Away
1994,Tottenham,Chelsea,1,1,Draw
1994,Sheffield Weds,Norwich City,3,3,Draw
1994,Blackburn,Arsenal,1,1,Draw
1994,QPR,Sheffield Utd,2,1,Home
1994,Arsenal,Ipswich Town,4,0,Home
1994,Norwich City,Wimbledon,0,1,Away
1994,Manchester City,QPR,3,0,Home
1994,Chelsea,Manchester Utd,1,0,Home
1994,Oldham Athletic,Everton,0,1,Away
1994,Aston Villa,Coventry City,0,0,Draw
1994,West Ham,Swindon Town,0,0,Draw
1994,Sheffield Utd,Tottenham,2,2,Draw
1994,Southampton,Leeds United,0,2,Away
1994,Liverpool,Blackburn,0,1,Away
1994,Newcastle Utd,Sheffield Weds,4,2,Home
1994,Blackburn,West Ham,0,2,Away
1994,Tottenham,Oldham Athletic,5,0,Home
1994,QPR,Norwich City,2,2,Draw
1994,Swindon Town,Newcastle Utd,2,2,Draw
1994,Leeds United,Sheffield Utd,2,1,Home
1994,Coventry City,Chelsea,1,1,Draw
1994,Ipswich Town,Aston Villa,1,2,Away
1994,Everton,Liverpool,2,0,Home
1994,Sheffield Weds,Southampton,2,0,Home
1994,Manchester Utd,Arsenal,1,0,Home
1994,Wimbledon,Manchester City,1,0,Home
1994,Newcastle Utd,West Ham,2,0,Home
1994,Arsenal,Southampton,1,0,Home
1994,Sheffield Utd,Manchester City,0,1,Away
1994,Everton,Norwich City,1,5,Away
1994,Manchester Utd,Swindon Town,4,2,Home
1994,Oldham Athletic,Aston Villa,1,1,Draw
1994,Coventry City,Leeds United,0,2,Away
1994,Chelsea,Liverpool,1,0,Home
1994,Blackburn,Sheffield Weds,1,1,Draw
1994,Ipswich Town,Tottenham,2,2,Draw
1994,Wimbledon,QPR,1,1,Draw
1994,Norwich City,Coventry City,1,0,Home
1994,West Ham,Chelsea,1,0,Home
1994,Swindon Town,Blackburn,1,3,Away
1994,Aston Villa,Newcastle Utd,0,2,Away
1994,Liverpool,Arsenal,0,0,Draw
1994,Leeds United,Wimbledon,4,0,Home
1994,Sheffield Weds,Manchester Utd,2,3,Away
1994,Southampton,Sheffield Utd,3,3,Draw
1994,QPR,Ipswich Town,3,0,Home
1994,Tottenham,Everton,3,2,Home
1994,Manchester City,Oldham Athletic,1,1,Draw
1994,Chelsea,Norwich City,1,2,Away
1994,Coventry City,Southampton,1,1,Draw
1994,Liverpool,Oldham Athletic,2,1,Home
1994,Swindon Town,Everton,1,1,Draw
1994,West Ham,Aston Villa,0,0,Draw
1994,Sheffield Weds,Wimbledon,2,2,Draw
1994,Manchester Utd,Tottenham,2,1,Home
1994,Newcastle Utd,QPR,1,2,Away
1994,Arsenal,Manchester City,0,0,Draw
1994,Ipswich Town,Leeds United,0,0,Draw
1994,Blackburn,Sheffield Utd,0,0,Draw
1994,Oldham Athletic,Arsenal,0,0,Draw
1994,Aston Villa,Chelsea,1,0,Home
